Nome do medicamento;Dosagem
Finasterida Generis Phar;1 mg
Finasterida PLS;1 mg
Erecza;100 mg
Sildenafil Beapy;100 mg
Sildenafil Generis;100 mg
Sildenafil Pharmakern;100 mg
Sildenafil Vitória;100 mg
Ifirmasta;150 mg
Perindopril + Indapamida Farmoz;2 mg + 0.625 mg
Perindopril + Indapamida Tecazo;2 mg + 0.625 mg
Ácido Alendrónico J. Neves 70 mg Comprimidos;70 mg
Ácido Alendrónico J. Neves 70 mg Comprimidos;70 mg
Implementor;75 mg
Emend;80 mg
Ropinirol KrKa;8 mg
Kreon 35000;420 mg
Nexium;10 mg
Metex;50 mg/ml
Quetiapina Aurovitas;300 mg
Anastrozol Accord;1 mg
Escitalopram Azevedos;20 mg
Nimvastid;6 mg
Pregabalina ratiopharm;300 mg
Rivastigmina Ciclum;6 mg
Olbete;40 mg
Cicloviral;200 mg
Buprenorfina + Naloxona Generis;8 mg + 2 mg
Vildagliptina Farmoz;50 mg
Vildagliptina Pentafarma;50 mg
Vildagliptina ratiopharm;50 mg
Vildagliptina ratiopharm;50 mg
Vildagliptina Teva;50 mg
Vildagliptina Teva;50 mg
Vildagliptina Zentiva;50 mg
Bicalutamida Aristo;50 mg
Bicalutamida Aurovitas;50 mg
Bicalutamida Farmoz;50 mg
Bicalutamida Stada;50 mg
Bicalutamida Teva;50 mg
Hidrospot;40 mg/g
Quetiapina Sandoz;300 mg
Effentora;100 µg
Aripiprazol Zidrium;15 mg
Sitagliptina Alter;100 mg
Sitagliptina Disit;100 mg
Sitagliptina Farmoz;100 mg
Sitagliptina Pentafarma;100 mg
Sitagliptina ratiopharm;100 mg
Sitagliptina ratiopharm;100 mg
Sitagliptina ratiopharm;100 mg
Sitagliptina Teva;100 mg
Sitagliptina Teva;100 mg
Sitagliptina Teva;100 mg
Pradaxa;75 mg
Vardenafil Krka;10 mg
Vardenafil Krka;10 mg
Twinrix Pediátrico;360 U/0.5 ml + 0.01 mg/0.5 ml
Bicalutamida Aurovitas;150 mg
Ursofalk;500 mg
Hepaxane;40 mg/0.4 ml
Olmesartan medoxomilo Alter;40 mg
Olmesartan medoxomilo Atolme;40 mg
Pradaxa;110 mg
Innohep;18000 U.I. Anti-Xa/0.9 ml
Vellofent;800 µg
Risperidona Bluepharma;4 mg
Tansulosina Baldacci 0,4 mg Cápsulas de libertação prolongada;0.4 mg
Xenical;120 mg
Xenical;120 mg
Zemplar;1 µg
Metformina + Sitagliptina Pharmakern;1000 mg + 50 mg
Metformina + Sitagliptina Vitalion;1000 mg + 50 mg
Tamiflu;75 mg
Dilabion;0.5 mg/g + 0.05 mg/g
Candesartan Alter;4 mg
Candesartan Bluepharma;4 mg
Vellofent;67 µg
Vimovo;500 mg + 20 mg
Buprenorfina Sandoz;20 µg/h
Endovelle;2 mg
Metrius;2 mg
Omeprazol Uqfar;40 mg
Omeprazol Vir;40 mg
Rivastigmina Sandoz;2 mg/ml
Zafril;2 mg
Scandonest;30 mg/ml
Eliquis;2.5 mg
Eliquis;5 mg
Telmisartan Ciclum;80 mg
Telmisartan Mylan;80 mg
Tolura;80 mg
Cefoxitina Hikma 1 g pó e solvente para solução injectável;1000 mg/10 ml
Cefoxitina Hikma 1 g pó e solvente para solução injectável;1000 mg/2 ml
Galantamina Aristo;4 mg
Nivoflox;500 mg
Zoloft;100 mg
Cefizox;2000 mg/6 ml
Ipertrofan;40 mg
Alexin;60 mg
Buprenorfina ratiopharm;52.5 µg/h
Lansoprazol Farmoz;60 mg
Ulcertec;60 mg
Ulcinil;2.5 mg
Rosuvastatina + Ezetimiba Ferrer;10 mg + 10 mg
Zebinix;200 mg
Cefuroxima Hikma;1500 mg/16 ml
Finasterida Pharmakern;1 mg
Ifirmacombi;300 mg + 12.5 mg
Irbesartan + Hidroclorotiazida Alter;300 mg + 12.5 mg
Irbesartan + Hidroclorotiazida Arudel;300 mg + 12.5 mg
Irbesartan + Hidroclorotiazida Azevedos;300 mg + 12.5 mg
Irbesartan + Hidroclorotiazida Generis;300 mg + 12.5 mg
Lyrica;200 mg
Omeprazol Belmazol;20 mg
Omeprazol Daquimed 20 mg Cápsulas Gastrorresistentes;20 mg
Omeprazol Medinfar;20 mg
Omerax;20 mg
Aripiprazol Zidrium;15 mg
Finasterida Generis;1 mg
Sildenafil Aurovitas;50 mg
Candesartan Alter;16 mg
Candesartan Bluepharma;16 mg
Candesartan Generis Phar;16 mg
Anastrozol Germed;1 mg
Lamotrigina Mylan;200 mg
Lamotrigina toLife;200 mg
Olanzapina Alter;10 mg
Olanzapina Basi;10 mg
Olanzapina Ciclum;10 mg
Olanzapina Krka;10 mg
Olanzapina Mylan;10 mg
Olanzapina Mylan;10 mg
Olanzapina toLife;10 mg
Olanzapina toLife;10 mg
Olanzapina Vida;10 mg
Olanzapina Vida;10 mg
Zalasta;10 mg
Metformina + Vildagliptina ratiopharm;1000 mg + 50 mg
Metformina + Vildagliptina Teva;1000 mg + 50 mg
Metformina + Vildagliptina Vitória;1000 mg + 50 mg
Rivastigmina Aurovitas;4.5 mg
Aripiprazol Biofarmoz;10 mg
Rosuvastatina Aurobindo;10 mg
Lamictal;200 mg
Gastroliber;60 mg
Preato;225 mg
Minirin 0,2 mg;0.2 mg
Rasagilina Sandoz;1 mg
Strattera;60 mg
Pradaxa;150 mg
Jurnista;4 mg
Lansoprazol Decafarma;30 mg
Lansoprazol Lansox 30 mg Cápsulas Duras Gastrorresistentes;30 mg
Lansoprazol Lansox 30 mg Cápsulas Duras Gastrorresistentes;30 mg
Olmetec 40 mg;40 mg
Ácido Alendrónico Alter;70 mg
Ácido Alendrónico Basi;70 mg
Ácido Alendrónico Bifosal 70 mg Comprimidos;70 mg
Ácido Alendrónico Daquimed;70 mg
Ácido Alendrónico Farmoz;70 mg
Ácido Alendrónico Germed;70 mg
Ácido Alendrónico Jaba;70 mg
Ácido Alendrónico Nozat;70 mg
Ácido Alendrónico Pentafarma;70 mg
Ácido Alendrónico Tecnimede;70 mg
Ácido Alendrónico Tetrafarma;70 mg
Ácido Alendrónico ToLife 70 mg Comprimidos;70 mg
Selenase solução oral 100 microgramas;100 µg/2 ml
Exemestano Accord;25 mg
Exemestano PLS;25 mg
Denille;2 mg + 0.03 mg
Levodopa + Carbidopa + Entacapona Pentafarma;200 mg + 50 mg + 200 mg
Rosumibe;10 mg + 10 mg
Candesartan + Hidroclorotiazida Farmoz;16 mg + 12.5 mg
Perindopril Vitória;8 mg
Divicil;800 mg
Zalonil;15 mg
Efracea;40 mg
Naltrexona Destoxican 50 mg/20 ml Solução Oral;50 mg/20 ml
Finasterida Aurobindo;1 mg
Sildenafil Jaba;50 mg
Sildenafil Teva;50 mg
Timolol + Dorzolamida Mylan;5 mg/ml + 20 mg/ml
Vytorin;40 mg + 10 mg
Sildenafil Bluefish;50 mg
Solifenacina Farmoz;10 mg
Solifenacina Strami;10 mg
Vytorin;20 mg + 10 mg
Pariet;20 mg
Spedra;100 mg
Amlodipina + Olmesartan medoxomilo Alter;5 mg + 40 mg
Amlodipina + Olmesartan medoxomilo Bluepharma;5 mg + 40 mg
Amlodipina + Olmesartan medoxomilo Ciclum;5 mg + 40 mg
Vytorin;10 mg + 10 mg
Metformina + Sitagliptina Pharmakern;850 mg + 50 mg
Metformina + Sitagliptina Vitalion;850 mg + 50 mg
Candesartan + Hidroclorotiazida Anova;16 mg + 12.5 mg
Aripiprazol Zidrium;10 mg
Ivlan;5 mg
Modafinil Generis;100 mg
Modafinil Labesfal;100 mg
Brilique;90 mg
Sitagliptina Alter;50 mg
Sitagliptina Disit;50 mg
Tadalafil Azevedos;2.5 mg
Drosure;3 mg + 0.03 mg
Galantamina Sandoz;8 mg
Irbesartan + Hidroclorotiazida Azevedos;300 mg + 25 mg
Bicalutamida Pharmacare;50 mg
Cipralex;10 mg
Ramipril Alter 10 mg Cápsulas;10 mg
Ramipril Alter 10 mg Cápsulas;10 mg
Ramipril Alter 10 mg Cápsulas;10 mg
Ramipril Germed;10 mg
Ramipril GP;10 mg
Ramipril Mepha;10 mg
Ramipril Romace;10 mg
Ramipril Romace;10 mg
Amlodipina + Olmesartan medoxomilo ratiopharm;5 mg + 40 mg
Amlodipina + Olmesartan medoxomilo Teva;5 mg + 40 mg
Implementor;50 mg
Aspifox;10 mg + 100 mg
Doprifane;4 mg
Estasp;10 mg + 100 mg
Risperidona Basi;4 mg
Risperidona Mylan;4 mg
Mictonorm OD;30 mg
Entresto;24 mg + 26 mg
Entresto;49 mg + 51 mg
Entresto;97 mg + 103 mg
Neparvis;24 mg + 26 mg
Neparvis;49 mg + 51 mg
Neparvis;97 mg + 103 mg
Oradexon;5 mg/ml
Olanzapina Germed;7.5 mg
Olanzapina Sabacur;7.5 mg
Molinar;22400 U.I.
Dutasterida + Tansulosina Pharmakern;0.5 mg + 0.4 mg
Plaquinol;400 mg
Diplexil 300;300 mg
Fraxiparina;5700 U.I. anti-Xa/0.6 ml
Ropinirol KrKa;2 mg
Alzen SR;150 mg
Seroquel SR;150 mg
Donepezilo Eurogenus;5 mg
Iperplasin;40 mg
Amlodipina + Olmesartan medoxomilo Krka;5 mg + 40 mg
Amlodipina + Olmesartan medoxomilo toLife;5 mg + 40 mg
Modafinil Generis Phar;100 mg
Galantamina Generis;8 mg
Galantamina Krka;8 mg
Galantamina Mylan;8 mg
Galantamina Tolife;8 mg
Galantamina Tolife;8 mg
Coveram;5 mg + 10 mg
Coveram;5 mg + 5 mg
Lyrica;150 mg
Dolban;0.75 mg/g
Ivlan;7.5 mg
Monoprost Duo;0.01 mg/0.2 ml + 1 mg/0.2 ml
Memantina Zentiva;20 mg
Tricef;400 mg
Olanzapina Ciclum;5 mg
Olanzapina Genedec;5 mg
Olanzapina Mylan;5 mg
Olanzapina Mylan;5 mg
Olanzapina Vida;5 mg
Olanzapina Vida;5 mg
Zalasta;5 mg
Transtec 70 µg/h;70 µg/h
Rantudil;60 mg
Olanzapina Alter;2.5 mg
Olanzapina Farmoz;2.5 mg
Olanzapina Mylan;2.5 mg
Olanzapina Nolian;2.5 mg
Olanzapina toLife;2.5 mg
Targin;20 mg + 10 mg
Zalasta;2.5 mg
Perindopril + Indapamida Farmoz;4 mg + 1.25 mg
Perindopril + Indapamida Tecazo;4 mg + 1.25 mg
Anastrozol Solufarma;1 mg
Omeprazol Vitória;20 mg
Olsar 10 mg;10 mg
Rivastigmina Ciclum;4.6 mg/24 h
Arava;10 mg
Omeprazol Tolife;20 mg
Anastrozol Teva;1 mg
Rosuvastatina Azevedos;10 mg
Rosuvastatina Krka;10 mg
Rosuvastatina Ratiopharm;10 mg
Septanest 1/100.000;40 mg/ml + 10 µg/ml
Septanest 1/200.000;40 mg/ml + 5 µg/ml
Lyrica;100 mg
Memantina Mylan;20 mg
Minirin 0,2 mg;0.2 mg
Ondansetrom toLife;4 mg
Fentanilo Ardicat;75 µg/h
Fentanilo Zentiva;75 µg/h
Fibrovein;0.5 %
Fluconazol Generis;200 mg
Requip LP;2 mg
Sildenafil Aurobindo;50 mg
Quetiapina Ciclum;100 mg
Quetiapina Vida;100 mg
Quetiapina Vida;100 mg
Quetiapina Vida;100 mg
Atorvastatina Alter;20 mg
Atorvastatina Aristo;20 mg
Atorvastatina Atorvan;20 mg
Atorvastatina Azevedos;20 mg
Atorvastatina Bluepharma;20 mg
Atorvastatina Farmoz;20 mg
Atorvastatina Krka;20 mg
Atorvastatina Normalip;20 mg
Atorvastatina Ocram;20 mg
Atorvastatina Tavitan;20 mg
Atorvastatina Tecnigen;20 mg
Atorvastatina Tetrafarma;20 mg
Atorvastatina Vitória;20 mg
Mirtazapina Alter;45 mg
Mirtazapina Azevedos;45 mg
Mirtazapina KRKA;45 mg
Candesartan + Hidroclorotiazida Farmoz;8 mg + 12.5 mg
Exelon;1.5 mg
Intuniv;1 mg
Rivastigmina Aurobindo;1.5 mg
Rivastigmina Labesfal;1.5 mg
Rivastigmina Mylan;1.5 mg
Rivastigmina toLife;1.5 mg
Orgalutran;0.25 mg/0.5 ml
Crestor 20 mg;20 mg
Visacor 20 mg;20 mg
Euvascor;40 mg + 5 mg
Pregabalina Gática;300 mg
Euvascor;40 mg + 10 mg
Crestor 5 mg;5 mg
Visacor 5 mg;5 mg
Olmetec 10 mg;10 mg
Palexia retard;100 mg
Procef;500 mg
Quetiapina Ratiopharm;300 mg
Vasilium;10 mg
Stalevo;200 mg + 50 mg + 200 mg
Ifirmasta;150 mg
Rivastigmina Aurovitas;6 mg
Buprenorfina Aurovitas;52.5 µg/h
Rosilan;30 mg
Levetiracetam Alter;100 mg/ml
Decorsan Odis;80 mg
Levetiracetam Farmoz;100 mg/ml
Keppra;500 mg
Medikinet;20 mg
Abilify;10 mg
Aripiprazol Tetrafarma;10 mg
Rovezix;20 mg + 10 mg
Zofenil Plus;30 mg + 12.5 mg
Zopranol Plus;30 mg + 12.5 mg
Zuvatek;20 mg + 10 mg
Amlodipina + Olmesartan medoxomilo Alter;10 mg + 40 mg
Amlodipina + Olmesartan medoxomilo Bluepharma;10 mg + 40 mg
Amlodipina + Olmesartan medoxomilo Ciclum;10 mg + 40 mg
Olmetec Plus;40 mg + 25 mg
Oprymea;0.26 mg
Rosuvastatina + Ezetimiba Ferrer;20 mg + 10 mg
Sevikar;5 mg + 20 mg
Arcoxia;90 mg
Exxiv;90 mg
Pneumovax 23;Associação
Turox;90 mg
Palexia;100 mg
Valaciclovir Ocram;1000 mg
Olmetec Plus;40 mg + 12.5 mg
Gelotralib;200 mg
Ramipril Daquimed;10 mg
Nevanac;3 mg/ml
Roflumilaste Generis;500 µg
Stalevo;75 mg + 18.75 mg + 200 mg
Elitar;500 mg
Anastrozol Azevedos;1 mg
Anastrozol Farmoz;1 mg
Anastrozol Germed;1 mg
Gexana;70 µg/h
Rosumibe;20 mg + 10 mg
Amlodipina + Olmesartan medoxomilo ratiopharm;10 mg + 40 mg
Amlodipina + Olmesartan medoxomilo Teva;10 mg + 40 mg
Luveris;75 U.I./1 ml
Basocare;1000 mg
Zetovar;10 mg + 10 mg
Zetovar;20 mg + 10 mg
Tibolona Zentiva;2.5 mg
Cipralex;20 mg
Galantamina Aristo;12 mg
Lamictal;100 mg
Fluconazol ToLife;200 mg
Exemestano Accord;25 mg
Clopidogrel + ASA Strami;75 mg + 100 mg
Clopidogrel + ASA Strami;75 mg + 75 mg
Champix;(0.5 mg) + (1 mg)
Risperidona Sandoz;1 mg/ml
Risperidona toLife;1 mg/ml
Amlodipina + Olmesartan medoxomilo Krka;10 mg + 40 mg
Amlodipina + Olmesartan medoxomilo toLife;10 mg + 40 mg
Durogesic;50 µg/h
Olanzapina Germed;2.5 mg
Metilfenidato Sandoz;54 mg
Pregabalina Alter;100 mg
Pregabalina Gática;100 mg
Galantamina Azevedos;4 mg
Adoport;0.5 mg
Escitalopram Heipram;15 mg
Stalevo;125 mg + 31.25 mg + 200 mg
Omeprazol Krka;20 mg
Pregabalina Krka;300 mg
Lyrica;300 mg
Pregabalina Generis;300 mg
Pregabalina Pharmakern;300 mg
Bicalutamida Fair-Med;50 mg
Rasagilina Krka;1 mg
Transtec 35 µg/h;35 µg/h
Menjugate;10 µg/0.5 ml+12.5-25 µg/0.5 ml
Valaciclovir Arpedex;250 mg
Valaciclovir Ocram;250 mg
Valaciclovir Pentafarma;250 mg
Valaciclovir Tetrafarma;250 mg
Valaciclovir toLife;250 mg
Perindopril + Indapamida Mylan;2.5 mg + 0.625 mg
Paspat Oral (IP);3 mg
Anette;0.015 mg/24 h + 0.12 mg/24 h
Ornibel;0.015 mg/24 h + 0.12 mg/24 h
Xeplion;75 mg
MST;100 mg
Juteo;0.5 mg + 0.4 mg
Atorvastatina Aristo;20 mg
Atorvastatina Farmoz;20 mg
Atorvastatina Ocram;20 mg
Candesartan + Hidroclorotiazida Farmoz;8 mg + 12.5 mg
Gexana;35 µg/h
Aripiprazol Biofarmoz;15 mg
Ivabradina Ciclum;5 mg
Ivabradina Mylan;5 mg
Pregabalina Krka;100 mg
Bridic;125 mg
Anastrozol Azevedos;1 mg
Anastrozol Farmoz;1 mg
Anastrozol Generis;1 mg
Anastrozol Mylan;1 mg
Daivobet;0.5 mg/g + 0.05 mg/g
Metformina + Vildagliptina ratiopharm;850 mg + 50 mg
Metformina + Vildagliptina Teva;850 mg + 50 mg
Metformina + Vildagliptina Vitória;850 mg + 50 mg
Fragmin;7500 U.I./0.3 ml
Memantina Alter;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Aluzime;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Farmoz;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina GP;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Jaba;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Pentafarma;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Pharmakern;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Rasec;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Topiramato Generis;200 mg
Topiramato Mylan;200 mg
Vardenafil toLife;10 mg
Levetiracetam ratiopharm;100 mg/ml
Budesonida Noridem;0.5 mg/2 ml
Hiperdipina;20 mg
Meiact;200 mg
Prograf;0.5 mg
Buprenorfina Ciclum;52.5 µg/h
Rosuvastatina Azevedos;40 mg
Ozapim;100 mg
Valtrex;500 mg
Budesonida Farmoz;400 µg/dose
Budesonida Tecnicort;400 µg/dose
Meningitec;10 µg/0.5 ml + 15 µg/0.5 ml
Ondansetrom Germed;4 mg
Donepezilo Germed;5 mg
Donepezilo Lixben;5 mg
Intuniv;2 mg
Ivabradina Ciclum;7.5 mg
Ivabradina Mylan;7.5 mg
Arankelle;3 mg + 0.02 mg
Champix;0.5 mg
Quetiapina Azevedos;200 mg
Quetiapina Azevedos;200 mg
Rasilez;300 mg
Cicloviral;800 mg
Audret;1.5 mg/0.5 ml
Floxedol;1.5 mg/0.5 ml
Ondansetrom Germed;4 mg
Zyprexa Velotab;15 mg
Daivobet;0.5 mg/g + 0.05 mg/g
Ifirmasta;75 mg
Triplixam;10 mg + 2.5 mg + 5 mg
Zykalor;10 mg
MicardisPlus;40 mg + 12.5 mg
Vellofent;133 µg
Zetovar;40 mg + 10 mg
Atomoxetina Pentafarma;25 mg
Vagifem;0.010 mg
Lorzida;100 mg + 12.5 mg
Rosumibe;10 mg + 10 mg
Abilify;1 mg/ml
Laurak;100 mg/ml
Levetiracetam Aristo;100 mg/mL
Losartan + Hidroclorotiazida Tecnigen;100 mg + 12.5 mg
Atomoxetina Generis;25 mg
Atomoxetina ratiopharm;25 mg
Aciclovax;250 mg
Atomoxetina Pentafarma;40 mg
Brintellix;15 mg
Modiodal;100 mg
Dimidon;75 mg
Priligy;60 mg
Levetiracetam Tirbas;1000 mg
Neclav;2 mg
Vardenafil Aristo;20 mg
Vardenafil Ciclum;20 mg
Vardenafil Farmoz;20 mg
Vardenafil Generis;20 mg
Vardenafil Krka;20 mg
Vardenafil Krka;20 mg
Vardenafil toLife;20 mg
Sildenafil Alter;25 mg
Sildenafil Azevedos;25 mg
Sildenafil Baldacci;25 mg
Sildenafil Bluepharma;25 mg
Sildenafil Farmoz;25 mg
Sildenafil Generis Phar;25 mg
Sildenafil GP;25 mg
Sildenafil Jaba;25 mg
Sildenafil Krka;25 mg
Sildenafil Odipe;25 mg
Sildenafil Pentafarma;25 mg
Sildenafil ratiopharm;25 mg
Sildenafil toLife;25 mg
Marixino;10 mg
Latanoprost + Timolol Mylan;0.05 mg/ml + 5 mg/ml
Atomoxetina Generis;40 mg
Atomoxetina ratiopharm;40 mg
Palexia retard;100 mg
Syminall;40 mg
Donepezilo Eurogenus;10 mg
Quetiapina Azevedos;300 mg
Quetiapina Azevedos;300 mg
Travex Long 400 mg;400 mg
Ritalina LA;40 mg
Zomig Rapimelt;5 mg
Eplerenona Pentafarma;50 mg
Jurnista;8 mg
Daivobet;0.5 mg/g + 0.05 mg/g
Loxoprel;2.5 mg
Paspat Oral;3 mg
Omeprazol Vitória;40 mg
Letrozol Azevedos;2.5 mg
Rasilez HCT;300 mg + 25 mg
Phleum pratense Soluprick;10 U/ml
Perindopril Farmoz;8 mg
Perindopril Tensoliber;8 mg
Carbamazepina Wynn;200 mg
Intrarosa;6.5 mg
Sildenafil Mylan;50 mg
Keppra;100 mg/ml
Memantina Zentiva;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Nemdatine;(5 mg)+(10 mg)+(15 mg)+(20 mg)
Atomoxetina Pentafarma;60 mg
Olbete;40 mg
Avodart;0.5 mg
Duagen;0.5 mg
Exemestano PLS;25 mg
Exemestano Wynn;25 mg
Atomoxetina Generis;60 mg
Atomoxetina ratiopharm;60 mg
Pentasa;2000 mg
Pregabalina Tarmix;300 mg
Mirtazapina ratiopharm 30 mg Comprimidos Revestidos;30 mg
Pregabalina Sandoz GmbH;100 mg
Ulcertec;60 mg
Champix;1 mg
Zov 800;800 mg
Pentasa;4000 mg
Buprenorfina ratiopharm;70 µg/h
Formyra;0.010 mg
Quetamed;300 mg
Quetiapina Generis Phar;200 mg
Elontril;300 mg
Wellbutrin XR;300 mg
Effentora;200 µg
Gastroliber;60 mg
Stalevo;50 mg + 12.5 mg + 200 mg
Stalevo;150 mg + 37.5 mg + 200 mg
Zomig Rapimelt;2.5 mg
Laurak;1000 mg
Solaraze;30 mg/g
Requip LP;8 mg
Strattera;4 mg/ml
Keraflox;600 mg
Atozet;10 mg + 10 mg
Olsar 20 mg;20 mg
Orvatez;10 mg + 10 mg
Memantina Aristo;10 mg/ml
Tamoxan;40 mg
Xarelto;15 mg
Anapen 0,3 mg/0,3 ml;0.3 mg/0.3 ml
Arimidex;1 mg
Aripiprazol Sandoz;10 mg
Cetrotide;0.25 mg/1 ml
Vellofent;533 µg
Quetiapina Ratiopharm;400 mg
Vellofent;267 µg
Abilify Maintena;400 mg
Exemestano Aurovitas;25 mg
Enstilar;0.5 mg/g + 0.05 mg/g
Alkimus;5 mg
Donepezilo Azevedos;5 mg
Donepezilo Pentafarma;5 mg
Donepezilo Sandoz;5 mg
Ramatrix;52.5 µg/h
Stalevo;100 mg + 25 mg + 200 mg
Valtrex;1000 mg
Atozet;20 mg + 10 mg
Ezetrol;10 mg
Orvatez;20 mg + 10 mg
Zonisamida Aristo;100 mg
Levosert;20 µg/24 h
Urosat;80 mg
Urosat;80 mg
Metex PEN;7.5 mg/0.15 ml
Actikerall;100 mg/g + 5 mg/g
Letrozol Accord;2.5 mg
Blopress;32 mg + 12.5 mg
Buprenorfina Aurovitas;70 µg/h
Multaq;400 mg
Coramen;9 mg
Letrozol Farmoz;2.5 mg
Letrozol Teva;2.5 mg
Candesartan + Hidroclorotiazida Krka;32 mg + 25 mg
Anapen 0,15 mg/0,3 ml;0.15 mg/0.3 ml
Zycopt;5 mg/ml + 20 mg/ml
Letrozol Pharmakern;2.5 mg
Zykalor;15 mg
Urosat;120 mg
Urosat;120 mg
Triticum OD;300 mg
Vellofent;400 µg
Naltrexona Accord;50 mg
Bemfola;150 U.I./0.25 ml
Rivastigmina Ciclum;9.5 mg/24 h
Abilify;15 mg
Aripiprazol Tetrafarma;15 mg
Zocital;10 mg
Rosumibe;20 mg + 10 mg
Erecza;50 mg
Sildenafil Beapy;50 mg
Sildenafil Generis;50 mg
Sildenafil Vitória;50 mg
Rozor;10 mg + 10 mg
Levetiracetam Aristo;1000 mg
Axura;20 mg
Perindopril + Indapamida Mylan;5 mg + 1.25 mg
Vokanamet;1000 mg + 150 mg
Vokanamet;850 mg + 150 mg
Adenuric;120 mg
Mictonorm OD;45 mg
Topiramato Bluepharma;100 mg
Candesartan + Hidroclorotiazida Krka;32 mg + 12.5 mg
Candesartan + Hidroclorotiazida Krka;32 mg + 12.5 mg
Escitalopram Genedec;10 mg
Levetiracetam Actavis;500 mg
Zeldox;80 mg
Evra;33.9 µg/24 h + 203 µg/24 h
Brintellix;20 mg
Concerta;36 mg
Fluconazol Bravet;200 mg
Fluconazol Generis Phar;200 mg
Glustin;45 mg
Inhalok Airmaster;100 µg/dose + 50 µg/dose
Triplixam;10 mg + 2.5 mg + 10 mg
Xeplion;100 mg
Aspifox;20 mg + 100 mg
Estasp;20 mg + 100 mg
Tacforius;1 mg
Divicil;800 mg
Bicalutamida Accord;50 mg
Candesartan Alter;32 mg
Candesartan Bluepharma;32 mg
Implementor;100 mg
Prometax;2 mg/ml
Effentora;400 µg
Durogesic;75 µg/h
Duavive;20 mg + 0.45 mg
Aripsa;0.5 mg
Ziprasidona Mylan;20 mg
Ziprasidona Mylan;60 mg
Pioglitazona Mylan;15 mg
Rosuvastatina + Ezetimiba Ferrer;40 mg + 10 mg
Monexe;320 mg + 25 mg
Valsartan + Hidroclorotiazida Baldacci;320 mg + 25 mg
Valsartan + Hidroclorotiazida Farmoz;320 mg + 25 mg
Valsartan + Hidroclorotiazida Pentafarma;320 mg + 25 mg
Valsartan + Hidroclorotiazida Tetrafarma;320 mg + 25 mg
Edunix;8 mg
Fibrovein;1 %
Selincro;18 mg
Atomoxetina Pentafarma;80 mg
Vellofent;800 µg
Atozet;40 mg + 10 mg
Orvatez;40 mg + 10 mg
Losartan + Hidroclorotiazida Alter;100 mg + 12.5 mg
Losartan + Hidroclorotiazida Cotiasar;100 mg + 12.5 mg
Losartan + Hidroclorotiazida Farmoz;100 mg + 12.5 mg
Losartan + Hidroclorotiazida Hicortal;100 mg + 12.5 mg
Losartan + Hidroclorotiazida Jaba;100 mg + 12.5 mg
Losartan + Hidroclorotiazida Sandoz;100 mg + 12.5 mg
Losartan + Hidroclorotiazida Tetrafarma;100 mg + 12.5 mg
Losartan + Hidroclorotiazida ToLife;100 mg + 12.5 mg
Ralic;20 mg
Zeldox;60 mg
Ácido Ibandrónico Gedeon Richter;150 mg
Letrozol Ebrocite;2.5 mg
Letrozol Generis;2.5 mg
Letrozol Stada;2.5 mg
Atomoxetina Generis;80 mg
Atomoxetina ratiopharm;80 mg
Lansoprazol Decafarma;30 mg
Cicloviral;800 mg
Soolantra;10 mg/g
Quetiapina Krka;200 mg
Zyprexa Velotab;10 mg
Letrozol Pharmacare;2.5 mg
Effentora;600 µg
Effentora;800 µg
Omeprazol Vitória;40 mg
Topiramato Clindonim;100 mg
Risedronato de sódio Germed;5 mg
Cardipril;20 mg
Pregabalina Sandoz GmbH;300 mg
Concerta;27 mg
Rasagilina Bluefish;1 mg
Tadalafil toLife;10 mg
Tadalafil toLife;20 mg
Quetiapina Azevedos;400 mg
Quetiapina Azevedos;400 mg
Olanzapina Bluepharma;2.5 mg
Olanzapina Labesfal;2.5 mg
Risedronato de sódio Germed;30 mg
Brintellix;20 mg
Implementor;75 mg
Levetiracetam Accord;500 mg
Levetiracetam Accord;500 mg
Pioglitazona Mylan;45 mg
Diltiazem Farmoz;180 mg
Olanzapina Bluepharma;5 mg
Olanzapina Labesfal;5 mg
Targin;40 mg + 20 mg
Topiramato Alter;100 mg
Topiramato Generis Phar;100 mg
Topiramato Sandoz 100 mg Comprimidos;100 mg
Topiramato Wynn;100 mg
Mirtazapina Mylan;30 mg
Sildenafil Actavis;50 mg
Ziprasidona Mylan;40 mg
Epipen;0.15 mg/0.3 ml
Epipen;0.3 mg/0.3 ml
Hepaxane;60 mg/0.6 ml
Sildenafil Vitória;25 mg
Ácido Zoledrónico Zentiva;5 mg/100 ml
Crestor 10 mg;10 mg
Visacor 10 mg;10 mg
PecFent;100 µg/dose
Olsar 40 mg;40 mg
Sildenafil Germed;25 mg
Isotretinoína Mer;20 mg
Losartan Alter;100 mg
Losartan GP;100 mg
Risedronato de sódio Germed;35 mg
Tadalafil Tecnigen;5 mg
Buprenorfina Ciclum;70 µg/h
Rivaroxabano Zentiva;20 mg
